Parameter,Mean,Median,HPD_lower,HPD_higher,q_lower,q_higher,Rhat,n_eff
"U1[40,2]",-0.06906704591270833,-0.0586419,-1.93629,1.77475,-1.9363419999999996,1.77466225,1.0004726,20662.0614
"U1[41,2]",-0.4135183064123583,-0.4217975,-2.30222,1.50925,-2.287594,1.5368092499999997,1.0005383,19647.5585
"U1[42,2]",0.020142209415950834,0.0192024,-1.82919,1.92558,-1.8782002499999995,1.8835719999999994,1.0005012,20647.2882
"U1[43,2]",-0.25314542094366665,-0.2564725,-2.09574,1.61253,-2.111943,1.6049084999999998,1.0009659,22203.9458
"U1[44,2]",-0.21839906109833332,-0.21668700000000002,-2.05421,1.62324,-2.05250175,1.6261049999999986,1.0003027,22017.0712
"U1[45,2]",0.3364554824841667,0.3326065,-1.5764,2.22419,-1.5583444999999996,2.2498472499999997,1.0008097,17432.2561
"U1[46,2]",0.10120764772255,0.1179965,-1.65011,2.02527,-1.7551374999999996,1.923198499999999,0.9999173,20587.0522
"U1[47,2]",-0.02184901666965,-0.01302965,-1.99414,1.80394,-1.9288767499999993,1.8743849999999984,1.0013228,23826.6622
"U1[48,2]",-0.17059380581061667,-0.177825,-2.07827,1.68383,-2.0525962499999997,1.7152435000000001,1.0005524,22688.3933
"U1[49,2]",-0.0989538767815,-0.0993034,-1.95341,1.85522,-1.9953359999999998,1.818902499999999,1.0004877,20879.0058
"U1[50,2]",-0.22168176971041667,-0.209058,-2.14913,1.72404,-2.16493125,1.71701325,1.0009392,20919.4090
"U1[51,2]",-0.17634475619009166,-0.1698405,-2.0359,1.6738,-2.027296749999999,1.6933089999999997,1.0003719,21415.6927
"U1[52,2]",-0.16802846070425,-0.1689725,-2.06143,1.74564,-2.0741887499999994,1.741526,1.0016105,21596.9361
"U1[53,2]",0.09711828956618333,0.0881019,-1.73685,1.98321,-1.756395,1.9748384999999997,1.0003033,22487.3875
"U1[54,2]",-0.05486806273383333,-0.057613849999999994,-1.87367,1.86455,-1.9465392499999994,1.8087742499999997,1.0004054,24504.6760
"U1[55,2]",0.46916503475966664,0.4765595,-1.36282,2.37701,-1.4172652499999994,2.3260437499999997,1.0007052,18720.8669
"U1[56,2]",0.19276715481236667,0.203101,-1.61469,2.07621,-1.6773037499999994,2.0260914999999997,1.0003204,20696.0329
"U1[57,2]",-0.250122024710575,-0.24064649999999999,-2.21185,1.58935,-2.17972275,1.6351242499999978,1.0000465,20614.2879
"U1[58,2]",0.23636857980311668,0.2275985,-1.62149,2.17385,-1.6635002499999996,2.1441597499999996,1.0002988,19947.3101
"U1[59,2]",-0.104379112584325,-0.105842,-2.02122,1.81167,-2.0310504999999996,1.8045455,1.0007940,21260.8128
"U1[60,2]",-0.039353913188825,-0.04092305,-1.90585,1.77949,-1.8802999999999999,1.8116869999999998,1.0004132,22444.6690
"U1[61,2]",0.073779717956425,0.07622235,-1.84146,1.99184,-1.8577722499999998,1.98480325,1.0015621,22343.9499
"U1[62,2]",-0.47136492437533334,-0.4653345,-2.29496,1.49063,-2.3557022499999998,1.4322989999999995,1.0008175,17198.7518
"U1[63,2]",-0.199975613488475,-0.210529,-2.00016,1.73834,-2.0620105,1.6953034999999994,1.0004313,23160.2086
"U1[64,2]",-0.25619552954973335,-0.263297,-2.1225,1.64718,-2.13898925,1.6371219999999995,1.0003738,20398.0361
"U1[65,2]",-0.18972834449035,-0.19431199999999998,-2.11227,1.78026,-2.142462,1.7619542499999994,1.0007486,23610.1021
"U1[66,2]",0.15774226266425,0.15955350000000001,-1.81126,2.08628,-1.8012024999999998,2.0971137499999997,1.0004771,19078.3152
"U1[67,2]",0.07593905074921667,0.07675635,-1.8188,2.01717,-1.8601304999999992,1.98205875,1.0012617,24016.2517
"U1[68,2]",0.17363331473641666,0.1728825,-1.72617,2.00996,-1.6983039999999991,2.043491,1.0001214,18584.7589
"U1[69,2]",-0.26208054594691665,-0.2664165,-2.1236,1.6599,-2.1698475,1.6326862499999995,1.0009591,21891.0073
"U1[70,2]",0.31887809152270835,0.31713,-1.58116,2.22345,-1.6102232499999998,2.2091487499999998,1.0001032,19461.6651
"U1[71,2]",0.034513059240975,0.0440913,-1.91668,1.91644,-1.894586499999999,1.94638,1.0004394,22586.6350
"U1[72,2]",0.3185439361551333,0.3202035,-1.50632,2.29305,-1.5944909999999999,2.2206032499999995,1.0008565,17124.6707
"U1[73,2]",0.08652118123213333,0.0962932,-1.82609,2.01621,-1.8375527499999993,2.0078034999999996,1.0003647,20094.1106
"U1[74,2]",-0.45293427723524166,-0.444997,-2.45882,1.44036,-2.40535425,1.5019974999999992,1.0006196,18339.0151
"U1[75,2]",-0.2646667429845417,-0.26154900000000003,-2.21387,1.61201,-2.1682599999999996,1.6724364999999999,1.0011440,20027.0583
"U1[76,2]",0.034638276125875,0.03176185,-1.90328,1.96435,-1.897636749999999,1.9761494999999996,1.0017812,24457.9943
"U1[77,2]",-0.28090518471933335,-0.289377,-2.19185,1.58634,-2.162971999999999,1.6430489999999989,1.0002284,20860.6015
"U1[78,2]",-0.3471984923557833,-0.3545665,-2.29138,1.59055,-2.282019,1.6087679999999993,1.0011047,19884.2987
"U1[79,2]",0.010652327086208334,0.009020685,-1.85549,1.97939,-1.9373017499999994,1.9073679999999997,1.0003775,23775.4961
"U1[80,2]",0.59445553505475,0.587376,-1.40951,2.51118,-1.3913907499999998,2.542376999999999,1.0003281,15233.2670
"U1[81,2]",-0.06053220051709167,-0.0660689,-1.91536,1.84176,-1.9463387499999998,1.82548025,0.9998935,19787.4050
"U1[82,2]",0.7040313042501667,0.7243615,-1.3732,2.64109,-1.3436139999999994,2.68204375,1.0009473,14733.5947
"U1[83,2]",0.376810954862675,0.38014950000000003,-1.51781,2.24328,-1.5156347499999996,2.2469039999999993,1.0003559,17830.6407
"U1[84,2]",-0.04775872658776667,-0.04831425,-1.90751,1.87859,-1.9480167499999994,1.8493019999999993,1.0001554,22297.6848
"U1[85,2]",-0.10724279528915834,-0.1063345,-1.99948,1.83657,-2.0380099999999994,1.8181429999999992,1.0011659,22232.8602
"U1[86,2]",-0.08474295987745,-0.08177845,-2.04863,1.89117,-2.0707005,1.8810572499999998,1.0012446,19982.5518
"U1[87,2]",-0.002208918655333333,7.163e-4,-2.00199,1.87267,-1.9428517499999995,1.9346919999999996,0.9999305,21920.7664
"U1[88,2]",5.699742702000003e-4,-0.002361025,-1.91232,1.98498,-1.9501744999999993,1.9540174999999995,1.0001771,21478.4843
"U1[89,2]",-0.029125998602358334,-0.026825349999999998,-1.99001,1.89574,-1.97028425,1.9231449999999999,1.0004013,21475.0381
"U1[1,3]",-0.046347384042335835,-0.04158805,-1.94695,1.85584,-1.9455862499999996,1.8609279999999997,1.0005956,21171.4205
"U1[2,3]",0.7061818210626667,0.7100500000000001,-1.12765,2.52351,-1.1583127499999997,2.4991024999999985,1.0004493,14575.7330
"U1[3,3]",0.24785439594276668,0.239531,-1.72656,2.12153,-1.6651552499999998,2.1913407499999997,1.0002007,19921.1847
"U1[4,3]",0.05973959355321667,0.07273185,-1.72559,1.8903,-1.7454069999999997,1.8780772499999996,1.0006452,22678.6093
"U1[5,3]",-0.016542389952416664,-0.026222099999999998,-1.96369,1.8825,-1.9635632499999998,1.8825767499999988,1.0006545,25368.6538
"U1[6,3]",-0.0733531200925,-0.0698429,-1.83861,1.76808,-1.888351,1.7290972499999993,1.0007557,21929.3376
"U1[7,3]",-0.36453260192815,-0.36698450000000005,-2.23211,1.5711,-2.264029999999999,1.5424874999999985,1.0004515,20811.5224
"U1[8,3]",0.24332492770566666,0.241902,-1.72442,2.15018,-1.7007509999999992,2.1868405,0.9998447,21138.1229
"U1[9,3]",-0.07860023546583333,-0.08462305,-2.03474,1.83255,-2.0213689999999995,1.8459632499999996,1.0002364,21461.5789
"U1[10,3]",-0.383361753768275,-0.37839750000000005,-2.23942,1.54718,-2.287112,1.50648425,1.0009734,20456.4191
"U1[11,3]",-0.13084298828877416,-0.1283355,-1.97224,1.72734,-1.9970689999999995,1.7096037499999999,1.0006298,20068.9468
"U1[12,3]",0.46345030581508334,0.47252099999999997,-1.35847,2.40276,-1.44872125,2.3251314999999995,1.0004672,17628.5569
"U1[13,3]",-0.053952556429991666,-0.0548233,-1.98527,1.86895,-1.97580925,1.8826049999999999,1.0000697,24208.5275
"U1[14,3]",-0.23787372390909417,-0.23039300000000001,-2.13857,1.60084,-2.1169225,1.6315989999999998,0.9999937,21434.7109
"U1[15,3]",-0.14649649192923334,-0.14840399999999998,-2.08119,1.86687,-2.10780875,1.84570475,1.0001228,22286.9942
"U1[16,3]",0.22689459076264168,0.2237065,-1.71624,2.18295,-1.7251050000000001,2.1792967499999993,1.0008431,20653.5125
"U1[17,3]",0.1185202855735,0.115697,-1.73054,2.02086,-1.7666787499999999,1.99005875,1.0002645,22175.4233
"U1[18,3]",-0.17857729873088082,-0.180311,-2.07542,1.72569,-2.0939185,1.7173947499999995,1.0008369,20676.1797
"U1[19,3]",0.09010882474653334,0.0860631,-1.81983,2.0442,-1.8455089999999998,2.02637025,1.0005917,19749.1951
"U1[20,3]",-0.077052490683,-0.079183,-1.87469,1.88697,-1.9397305,1.8435037499999993,1.0011509,21514.8923
"U1[21,3]",-0.16114833182975,-0.1583325,-2.10825,1.75771,-2.1305932500000004,1.740021999999999,1.0012624,21667.0991
"U1[22,3]",0.31165580487835,0.314192,-1.42359,2.18244,-1.4939987499999996,2.1195845,1.0006199,18600.0423
"U1[23,3]",-0.169640145236525,-0.17603,-2.04084,1.7746,-2.055161,1.7632605,1.0004871,20288.5430
"U1[24,3]",-0.158168802084025,-0.164322,-2.15645,1.65551,-2.08386475,1.7337635,1.0003522,24471.5605
"U1[25,3]",-0.23518901720579166,-0.234098,-2.13334,1.63346,-2.1460087499999996,1.621681999999998,1.0004301,20201.0959
"U1[26,3]",-0.149457820018325,-0.152419,-2.03826,1.65898,-2.003450749999999,1.7237734999999998,1.0005089,22049.0628
"U1[27,3]",-0.07647730265918083,-0.0793277,-2.0026,1.78904,-1.9762007499999996,1.8288277499999999,1.0010502,21939.7601
"U1[28,3]",0.07799920332313333,0.0913158,-1.80989,1.9025,-1.7968847499999998,1.92023525,1.0003512,21634.1809
"U1[29,3]",0.553550252175,0.5642635,-1.36818,2.30076,-1.3215727499999994,2.3512565000000003,1.0002220,15558.8151
"U1[30,3]",0.11446061808569166,0.1182135,-1.84028,1.90283,-1.7959889999999996,1.9576217499999995,1.0008916,20542.4462
"U1[31,3]",1.0635477617756666,1.07464,-0.794236,3.03181,-0.9522857499999996,2.9171262499999995,1.0005982,10475.7586
"U1[32,3]",0.16480721542250834,0.169813,-1.73105,1.94196,-1.6869147499999995,1.9903659999999999,1.0009155,22332.0327
"U1[33,3]",-0.12620512963,-0.1252915,-1.98855,1.72181,-1.9886914999999987,1.7214785,1.0000567,20934.0430
"U1[34,3]",0.4691692019146917,0.4781895,-1.38921,2.41021,-1.45997775,2.349942999999999,0.9999091,18704.0555
"U1[35,3]",0.021893135906198333,0.0179482,-1.86139,1.89754,-1.8440152499999998,1.9252915,1.0003244,21935.4328
"U1[36,3]",-0.04465488347228334,-0.043941999999999995,-1.94209,1.78609,-1.9127824999999996,1.8244072499999997,1.0001050,20108.6822
"U1[37,3]",-0.38697133382166665,-0.396922,-2.38148,1.39128,-2.2623844999999996,1.5189144999999986,1.0006498,19718.4114
"U1[38,3]",0.09246187344693334,0.09589434999999999,-1.75243,1.97075,-1.8055527499999997,1.9323335,1.0016220,20107.9118
"U1[39,3]",-0.08441258058383333,-0.09261585,-2.08074,1.83072,-2.046669499999999,1.87508075,1.0014047,21950.7811
"U1[40,3]",-0.03801393192125,-0.043242550000000005,-2.0615,1.88952,-2.0177894999999992,1.9439127499999997,0.9999962,24246.1824
"U1[41,3]",-0.11312088778545,-0.1111315,-2.07332,1.75034,-2.02608475,1.803630749999999,1.0004046,22392.0428
"U1[42,3]",0.13299972453675,0.1304845,-1.82217,1.98554,-1.7961420000000001,2.01928175,1.0005139,21209.7928
"U1[43,3]",0.06667073927764999,0.07511129999999999,-1.69537,1.90463,-1.7607994999999994,1.85100575,0.9999364,22184.4427
"U1[44,3]",-0.14038257405945834,-0.138567,-1.97966,1.73448,-1.9981122499999997,1.7249019999999997,0.9999268,23490.4892
"U1[45,3]",-0.08094655675174167,-0.07826374999999999,-2.00417,1.79224,-1.9840774999999997,1.8142732499999998,1.0001196,20050.7616
"U1[46,3]",-0.03583292209830834,-0.025982949999999998,-1.90872,1.86271,-1.9382457499999992,1.8386082499999996,1.0002422,23609.5828
"U1[47,3]",-0.016244968467775,-0.014668,-1.98462,1.84769,-1.957621999999999,1.8817204999999986,1.0006698,22842.5943
"U1[48,3]",-0.28683465419616666,-0.2864295,-2.21486,1.63134,-2.210765999999999,1.6404674999999969,1.0006658,18131.9748
"U1[49,3]",-0.23039408860020832,-0.22667500000000002,-2.23891,1.66312,-2.18121625,1.731517,1.0004872,20775.8772
"U1[50,3]",0.05202345365266667,0.051150799999999996,-1.75158,2.08888,-1.8827024999999988,1.9637909999999994,1.0006137,23694.1579
"U1[51,3]",0.04831429777916667,0.0530524,-1.88325,1.94705,-1.8674214999999998,1.97272325,1.0003680,22054.6783
"U1[52,3]",0.01161495059505,0.01140795,-1.84587,1.98184,-1.9113099999999998,1.9205367499999997,1.0005994,23225.1310
"U1[53,3]",0.13428185503658333,0.138476,-1.8084,2.078,-1.8256887499999996,2.06151425,1.0004857,21403.8088
"U1[54,3]",0.3502898846272667,0.3477075,-1.45154,2.22474,-1.46074325,2.2190174999999996,1.0003009,20301.9825
"U1[55,3]",-0.27457572951171666,-0.272908,-2.20166,1.70252,-2.230386999999999,1.6807757499999998,1.0004864,23241.6233
"U1[56,3]",-0.027262932000033335,-0.029962500000000003,-1.93916,1.84899,-1.9350797499999999,1.8589932499999995,1.0003079,23528.1030
"U1[57,3]",-0.24613832235638333,-0.256391,-2.12037,1.7351,-2.1728829999999992,1.6851819999999995,1.0006408,19788.3375
"U1[58,3]",-0.085236194401125,-0.08854585,-2.1103,1.73453,-2.0342165,1.8190072499999983,1.0004698,21425.6036
"U1[59,3]",0.14397911828675,0.1417835,-1.84839,1.95786,-1.76138075,2.0520359999999993,1.0000680,23749.7705
"U1[60,3]",-0.0647279437376975,-0.06942545,-1.91483,1.83057,-1.93714825,1.8198020000000001,1.0003860,23945.8424
"U1[61,3]",-0.11197096232651667,-0.1203825,-2.00026,1.84398,-2.0445094999999975,1.8128069999999998,1.0002379,22012.7120
"U1[62,3]",0.007705584058916666,0.01052055,-1.94326,1.93142,-1.9422289999999998,1.9323685,1.0011404,22650.5529
"U1[63,3]",-0.27566374476643335,-0.2756105,-2.1316,1.6247,-2.1475312499999997,1.6137957499999998,0.9997553,20762.5307
"U1[64,3]",-0.010659627204574999,-0.01300195,-1.83574,1.9412,-1.9072612499999995,1.8762857499999999,1.0002407,22524.7472
"U1[65,3]",0.0015772691619083334,-0.00749989,-1.86121,1.9985,-1.9244349999999997,1.9491014999999998,1.0006522,23762.0934
"U1[66,3]",-0.23847352705233332,-0.238462,-2.12942,1.69221,-2.1675285,1.6728919999999998,1.0010323,20919.3694
"U1[67,3]",-0.0011259253385291663,0.002520685,-1.90842,1.95742,-1.9458644999999997,1.9386709999999996,1.0011110,19811.3325
"U1[68,3]",0.09361297801276666,0.0933521,-1.81442,1.98177,-1.8115214999999996,1.9864707499999974,1.0001621,21154.1377
"U1[69,3]",0.2864276365642858,0.3013555,-1.50384,2.32082,-1.6484144999999997,2.1956607499999996,1.0003477,18908.2349
"U1[70,3]",-0.3553652726150833,-0.3561875,-2.36752,1.51289,-2.2875039999999998,1.6057252499999999,1.0001779,20579.0860
"U1[71,3]",-0.13317779716044167,-0.1325335,-2.09694,1.75722,-2.0854972499999995,1.7731347499999999,1.0000984,22105.4850
"U1[72,3]",0.0037848087815,-0.0020810250000000002,-1.99489,1.97969,-1.9949514999999995,1.97927075,1.0007470,21956.3475
"U1[73,3]",-0.050464503300841665,-0.0463467,-1.98096,1.95696,-2.04899175,1.9060864999999998,1.0011910,21268.5078
"U1[74,3]",0.06858367789308334,0.07526189999999999,-1.83337,2.0262,-1.8759082499999993,1.9930954999999997,1.0005922,21632.0249
"U1[75,3]",0.009402350010441667,0.0120643,-1.92414,1.94925,-1.91896725,1.9550822499999996,1.0005381,22807.6274
"U1[76,3]",-0.3141318892012083,-0.33227249999999997,-2.30128,1.59489,-2.248688749999999,1.6747157499999992,1.0002075,18920.2787
"U1[77,3]",0.25199724395321665,0.244965,-1.63654,2.27399,-1.7125869999999996,2.21223125,1.0006984,20880.5908
"U1[78,3]",0.19725629807308334,0.19902799999999998,-1.72013,2.12555,-1.7176295,2.1368379999999996,1.0001726,22096.4050
"U1[79,3]",0.024048902768560834,0.018852550000000003,-1.81958,1.98214,-1.851852999999999,1.9572289999999994,1.0002919,22536.2688
"U1[80,3]",-0.23340582158107084,-0.228826,-2.23446,1.6782,-2.1970305,1.7283077499999997,1.0000992,21799.0174
"U1[81,3]",-0.019959040073016666,-0.0177906,-1.98635,1.87137,-1.9451332499999996,1.9173379999999995,1.0006710,20360.4064
"U1[82,3]",-0.06627394739533334,-0.07077649999999999,-1.99066,1.87442,-2.0291462499999993,1.8441872499999978,0.9998850,21858.7030
"U1[83,3]",-0.156597133826,-0.15816750000000002,-2.17252,1.718,-2.12091175,1.7827047499999997,1.0006433,22319.4717
"U1[84,3]",-0.014582494682933335,-0.01850605,-1.88904,1.8804,-1.8955897499999994,1.8778799999999998,1.0005552,21158.1270
"U1[85,3]",-0.023338500079833333,-0.015888850000000003,-2.01515,1.8509,-1.96620625,1.9170532499999993,1.0010112,21195.3348
"U1[86,3]",0.11638131079375,0.1248075,-1.78095,2.04231,-1.80840075,2.0186344999999997,0.9999499,23676.4136
"U1[87,3]",0.008314011854833332,0.01041015,-2.0231,1.95686,-1.9992197499999993,1.9844999999999993,1.0004326,20834.3688
"U1[88,3]",0.0025995595749166668,8.36166e-4,-2.00519,1.95801,-1.9524487499999998,2.0316024999999986,0.9998706,22166.8500
"U1[89,3]",0.010316298580666667,0.001553515,-1.95586,1.90845,-1.92270375,1.9520827499999995,1.0010321,22708.6305
"U1[1,4]",0.004755006094341666,-0.00984325,-1.95344,1.94018,-1.9294559999999998,1.966547,1.0011686,24254.2398
"U1[2,4]",0.0038865251495833323,0.004377295,-2.01763,1.93136,-1.9724594999999998,1.9956392499999989,1.0008853,20629.6792
"U1[3,4]",0.004902035929333334,0.01164765,-1.95716,1.92302,-1.9342504999999997,1.9500822499999995,1.0001202,21767.3863
"U1[4,4]",0.0015655768295583326,-0.01075765,-2.01615,1.90557,-1.9722479999999993,1.95986525,0.9999237,20730.1974
"U1[5,4]",-0.005154045504533333,-0.007876625,-1.93305,1.99498,-1.99591875,1.9544454999999987,1.0011864,23362.3909
"U1[6,4]",0.005101885321841667,0.0041530049999999995,-1.91211,1.98545,-1.9460977499999994,1.9602437499999996,1.0001638,21365.2047
"U1[7,4]",-0.002175118392458334,-0.007946189999999999,-1.98394,1.95161,-1.9652879999999997,1.9789325,1.0008161,23169.4843
"U1[8,4]",0.002062033193833334,0.001618305,-1.96676,1.97492,-1.98662525,1.966092,1.0004394,22715.0448
"U1[9,4]",-8.430374834166592e-5,-0.0029219650000000003,-1.91276,2.01884,-1.9671027499999993,1.9734917499999998,1.0002910,22269.7196
"U1[10,4]",0.005156214065583332,0.0131481,-1.87474,2.00603,-1.9515879999999985,1.9433644999999997,1.0006399,23090.3247
"U1[11,4]",0.005993614583716667,0.005327035,-1.9812,1.89171,-1.9377169999999997,1.9528599999999994,1.0003502,21458.8903
"U1[12,4]",0.01690167149306583,0.0154934,-2.03419,1.97254,-1.9900172500000002,2.031544,1.0011147,20441.7067
"U1[13,4]",-0.04295017894740833,-0.0375254,-1.9929,1.93741,-2.0173859999999997,1.9243540000000001,1.0007153,19606.7014
"U1[14,4]",-4.906291863208335e-4,0.0050973600000000004,-1.93461,1.94369,-1.9345320000000001,1.9437279999999995,1.0003894,22109.3400
"U1[15,4]",-0.0017189945080083335,-0.0155631,-1.90103,1.94969,-1.9343747499999995,1.934182249999999,1.0001919,21517.8573
"U1[16,4]",-0.007625234529675,-0.00492769,-1.97884,1.96769,-2.0165129999999998,1.9460354999999998,1.0001821,23407.4528
"U1[17,4]",-0.013607839886965,-0.0186868,-1.96479,1.91091,-1.9641562499999998,1.9109684999999992,0.9999960,24072.2206
"U1[18,4]",0.0033833239834166664,0.0056892850000000005,-1.99317,1.90945,-1.9510899999999998,1.9565414999999993,1.0001195,21571.0618
"U1[19,4]",-0.045968599211166666,-0.050964449999999994,-1.95299,1.93314,-1.9770809999999992,1.91485,1.0008750,22910.0008
"U1[20,4]",-0.006637299636666667,-0.007939535000000001,-2.00881,1.90391,-1.9793209999999997,1.9464352499999995,1.0002822,21894.7769
"U1[21,4]",-0.19627204107629168,-0.195684,-2.12765,1.74414,-2.1587499999999995,1.7303082499999995,1.0004333,21176.4696
"U1[22,4]",-0.0039262919964,-0.0027452099999999997,-1.98206,1.96291,-1.9737895,1.9771854999999987,1.0008584,24575.2166
"U1[23,4]",0.008816783231135,0.00875911,-1.88921,1.97072,-1.9216235,1.944169,1.0002446,22574.6020
"U1[24,4]",-0.0017095385109166673,-0.009541705000000001,-1.96419,2.05715,-2.0311104999999996,2.0068977500000003,0.9999282,22038.3710
"U1[25,4]",0.0028324835795500002,0.006552375,-2.01249,1.89136,-1.9658252499999995,1.9624487499999999,1.0008653,26445.3496
"U1[26,4]",-0.002143568636833333,-0.002778295,-1.92956,1.96251,-1.9540199999999996,1.9391364999999996,1.0002286,22109.6923
"U1[27,4]",0.11786709718371667,0.1204575,-1.82203,2.06817,-1.8014107499999992,2.0926724999999995,1.0010143,22021.8074
"U1[28,4]",0.01372310068575,0.015347,-1.99724,1.95923,-1.957764,2.0107792499999992,1.0003782,21708.7390
"U1[29,4]",-0.004906603884241667,-0.008656435,-1.95316,1.88027,-1.9403885,1.9002299999999996,1.0001487,22926.4110
"U1[30,4]",5.6395198250000514e-5,-0.0032023449999999997,-1.93429,1.97168,-1.9674587499999998,1.9474552499999997,1.0000562,21461.1223
"U1[31,4]",-0.002586288907683333,0.00360586,-1.95052,1.94957,-1.9818442499999995,1.9299789999999997,1.0006615,24761.7949
"U1[32,4]",0.012774508126433333,0.0135465,-1.95696,1.97411,-1.9437944999999999,1.997516499999999,0.9999775,20633.8033
"U1[33,4]",-0.013703325853,-0.008246625,-1.92918,2.00509,-1.9661547499999994,1.9728967499999992,1.0003639,24125.8867
"U1[34,4]",-0.006759893112666667,-0.0035580250000000002,-1.98358,1.9717,-1.9811332499999996,1.9764834999999998,1.0008330,23999.2029
"U1[35,4]",-0.005905368887258334,-0.00811845,-1.94233,1.9266,-1.9538059999999995,1.9240747499999997,1.0011469,21298.7093
"U1[36,4]",0.04887885501416667,0.0572743,-1.90761,1.99221,-1.9145207499999997,1.9881234999999995,1.0011352,22160.7642
"U1[37,4]",-0.00079583605171666585,0.005068345,-2.09445,1.91084,-2.0260892499999996,2.00220075,1.0007528,23080.3861
"U1[38,4]",-0.004422975830683334,-0.00594834,-1.94151,1.96481,-1.9728242499999997,1.945636249999999,1.0003904,24347.1497
"U1[39,4]",-0.05552995541575,-0.05348345,-2.04664,1.85498,-2.0010207499999995,1.9091804999999995,1.0004086,22402.0907
"U1[40,4]",0.07079653354365,0.0681599,-1.86132,2.04079,-1.8735172499999988,2.0325299999999995,1.0007393,22698.6254
"U1[41,4]",-2.0282907062499928e-4,-0.00257282,-1.93498,1.9354,-1.9330017499999999,1.9372214999999997,1.0009905,21575.8131
"U1[42,4]",-0.006421977327833334,0.00292961,-1.92469,1.95026,-1.961404,1.9163969999999995,0.9999163,22951.1795
"U1[43,4]",0.10826718052106667,0.1070645,-1.88258,1.98994,-1.8508127499999998,2.0391925,1.0001533,22265.4951
"U1[44,4]",0.003303745529083333,0.001627175,-2.05808,1.84972,-1.9613872499999996,1.9699382499999996,1.0007112,23105.5663
"U1[45,4]",0.005329973822083333,3.06562e-4,-1.98925,1.92523,-1.9568567499999994,1.9695249999999997,1.0003960,23108.2693
"U1[46,4]",-0.0029842858932916673,-0.0138941,-1.93978,1.92768,-1.9249119999999995,1.94837975,1.0013265,23665.2559
"U1[47,4]",0.29409669795725,0.301189,-1.62724,2.31715,-1.6789704999999997,2.2783232499999992,1.0004260,18976.1401
"U1[48,4]",-0.009435427522833334,-0.007624405000000001,-1.909,2.01754,-1.9809212499999997,1.9520927499999985,1.0000671,23196.1069
"U1[49,4]",-0.003964077825333334,-0.002759435,-1.9493,1.89167,-1.9405622499999993,1.8987892499999988,1.0006063,23499.5929
"U1[50,4]",0.14457404268661833,0.1332985,-1.8125,2.01461,-1.7703479999999998,2.061400999999998,1.0001636,22059.7306
"U1[51,4]",0.001982722867025,0.01441205,-1.95751,1.97529,-1.942477499999999,1.9882877499999991,1.0009214,21679.5191
"U1[52,4]",-0.0963372700995,-0.103985,-1.96338,1.8688,-2.00945275,1.8365762499999996,1.0005103,25116.3272
"U1[53,4]",-0.0059810151693916675,-0.01486045,-1.91685,2.01326,-1.9861537499999997,1.9646809999999992,1.0009290,22278.7826
"U1[54,4]",0.06743910626625,0.05890365,-1.93594,2.00121,-1.9038329999999999,2.05011,1.0004635,21634.9350
"U1[55,4]",0.001724873955666667,-0.0104502,-2.03038,1.93536,-1.9914397499999996,1.9838755,1.0009430,22228.4591
"U1[56,4]",-0.0011800459590000007,0.00177471,-1.89735,1.9975,-1.9533120000000002,1.9605514999999998,1.0005027,19857.0553
"U1[57,4]",0.014773501699441667,0.0136176,-1.88448,1.98241,-1.9303522499999999,1.9493599999999998,1.0004472,22329.9369
"U1[58,4]",-0.0061234696355,-0.006065040000000001,-1.9781,1.95177,-1.97425175,1.956107249999998,1.0015182,22280.1826
"U1[59,4]",0.004967468766583333,0.009558444999999999,-1.92623,2.05895,-2.0022004999999994,1.9939069999999997,1.0000821,19970.1384
"U1[60,4]",-0.05676561861845833,-0.060866500000000004,-1.96586,1.92073,-1.9978399999999996,1.9052572499999996,1.0002423,20060.0507
"U1[61,4]",0.008278928951583333,0.005901625000000001,-1.94082,1.93973,-1.9052744999999998,1.9917977499999997,1.0000741,25152.2046
"U1[62,4]",0.0010541097597333326,-3.511975e-4,-1.91451,1.97365,-1.9445872499999999,1.9545499999999987,1.0005831,23238.5389
"U1[63,4]",0.0069402360861166666,0.0077410299999999994,-2.01502,1.90293,-1.9586607499999995,1.9768757499999998,1.0005333,19715.4668
"U1[64,4]",-0.11517069640451667,-0.1114655,-2.08345,1.83565,-2.075330749999999,1.8518597499999994,1.0005344,22838.4343
"U1[65,4]",-0.003370766283083334,0.004956045,-1.9858,2.02503,-2.019337749999999,2.0052254999999994,1.0006915,21482.3646
"U1[66,4]",0.005024439798208334,0.01094305,-1.99859,2.0265,-2.02246075,2.0086514999999987,0.9999490,21126.0090
"U1[67,4]",-0.004889216650600001,0.0077488900000000005,-1.93214,1.9154,-1.9223749999999995,1.9258227499999994,0.9999015,24232.2137
"U1[68,4]",-0.004004795424083332,-0.007267890000000001,-1.93913,1.90591,-1.922954,1.93064025,1.0011023,21896.0330
"U1[69,4]",-0.003361764088666667,-0.00818424,-1.99225,1.9085,-1.9652094999999998,1.9556159999999996,1.0002844,23260.5342
"U1[70,4]",-0.001328284964166667,-0.003618565,-1.98243,1.99486,-1.9994207499999996,1.9879312499999986,1.0002412,22214.2592
"U1[71,4]",0.010488920074750002,0.015961549999999998,-1.91014,1.95173,-1.9162732499999993,1.9481039999999998,1.0002650,21400.7749
"U1[72,4]",-0.007731043975741666,-0.013330999999999999,-1.96677,1.96826,-1.9648192499999995,1.969670249999999,1.0005089,24687.2629
