Parameter,Mean,Median,HPD_lower,HPD_higher,q_lower,q_higher,Rhat,n_eff
lambda[50],-0.23304154291320084,-0.2250645,-1.14358,0.668321,-1.1551364999999998,0.6619619499999997,1.0047491,  775.7362
lambda[51],-0.34979859803808333,-0.3493505,-1.2349,0.444476,-1.2035879999999999,0.48156014999999935,1.0050543,  651.9167
lambda[52],-0.6731859372058991,-0.6730125,-1.68922,0.40691,-1.7437525,0.36280407499999934,1.0027909, 1037.9199
lambda[53],-0.55041448046265,-0.5470065,-1.37393,0.345251,-1.4240857499999997,0.29875842499999994,1.0038962,  687.7995
lambda[54],0.39041077353504167,0.3960435,-0.401555,1.1854,-0.3953231749999998,1.19436675,1.0053869,  555.4559
lambda[55],0.17642931210231666,0.1806045,-0.636033,0.98929,-0.6605276999999998,0.972102725,1.0049715,  624.2678
lambda[56],0.37149402579996665,0.378591,-0.414628,1.15008,-0.43160747499999963,1.1377,1.0049091,  577.1742
lambda[57],0.09463485873269258,0.09686485,-0.739901,0.971404,-0.7676445999999999,0.9581491249999999,1.0043345,  669.3663
lambda[58],-0.16627944215546667,-0.1577265,-1.1069,0.823929,-1.1398419999999998,0.8030268999999998,1.0036050,  839.8289
lambda[59],-0.09835943383231084,-0.09845965,-1.00872,0.883772,-1.0332949999999999,0.8665077749999996,1.0035813,  779.2341
lambda[60],0.11494289643533333,0.1199035,-0.66965,0.915675,-0.6722909249999999,0.9144221499999997,1.0058778,  575.3598
lambda[61],-1.1274122736016667,-1.12614,-2.04915,-0.145961,-2.1086582499999995,-0.18854990000000016,1.0047683,  763.8936
lambda[62],-0.391987226570725,-0.386986,-1.23401,0.435283,-1.2463085,0.42678127499999996,1.0044969,  648.4390
lambda[63],0.482527913914325,0.4871345,-0.32609,1.28882,-0.33815459999999997,1.279596,1.0065441,  571.5212
lambda[64],-0.071803563089225,-0.0674031,-0.951108,0.766144,-0.9427809499999996,0.7755812999999997,1.0043874,  690.7058
lambda[65],-1.1503044857315,-1.12784,-2.63236,0.278215,-2.683815999999999,0.23473294999999963,1.0014995, 2102.9169
lambda[66],-0.5005488198910667,-0.5017324999999999,-1.42782,0.416163,-1.4201439999999996,0.4257869499999999,1.0041944,  762.0587
lambda[67],-1.403431072249,-1.390395,-2.72534,-0.114327,-2.770052749999999,-0.1492894250000002,1.0015535, 1547.5871
lambda[68],-0.051293298196,-0.051849900000000004,-1.1161,0.952009,-1.0795172499999988,0.9910746749999999,1.0021448,  970.8653
lambda[69],0.8815805279424,0.8936919999999999,-0.0188479,1.70154,0.0013664893000001003,1.7225059999999999,1.0051253,  677.3198
lambda[70],0.7493201006705833,0.7503295000000001,-0.134191,1.62751,-0.144604975,1.6220339999999998,1.0038358,  695.8322
lambda[71],-0.7267591882118917,-0.7099655,-1.78226,0.312174,-1.7961142500000002,0.30270904999999987,1.0037578,  996.4984
lambda[72],-1.1086473072023417,-1.09757,-2.23395,0.0130697,-2.27448025,-0.015522765000000627,1.0028031, 1176.3006
lambda[73],-1.61446588048375,-1.598685,-2.99435,-0.259999,-3.05122,-0.30081702500000035,1.0012526, 1910.8258
lambda[74],0.6203213095583333,0.6275425,-0.190382,1.46332,-0.2174336999999997,1.4394147499999992,1.0051488,  644.7680
lambda[75],0.19853934058791667,0.20418750000000002,-0.816067,1.13398,-0.7832153499999999,1.1755012499999997,1.0048089,  858.9569
lambda[76],-0.5196148465106667,-0.5206455,-1.56034,0.493745,-1.55297025,0.5061960249999998,1.0028754, 1093.1465
lambda[77],0.023791830841883334,0.02665845,-0.84057,0.873922,-0.8385591999999998,0.8757927749999999,1.0042689,  669.5144
lambda[78],0.62160234702475,0.622823,-0.289002,1.47714,-0.26160752499999995,1.50582175,1.0049514,  730.3085
lambda[79],-0.5685460159408333,-0.5624955,-1.79226,0.607639,-1.7800924999999999,0.6233897249999998,1.0024918, 1382.9901
lambda[80],-0.269060506016675,-0.2661435,-1.15681,0.628944,-1.1711769999999997,0.6200106749999995,1.0045314,  713.6664
lambda[81],0.42020297110929167,0.42085649999999997,-0.580563,1.42339,-0.5840582249999995,1.4216492499999998,1.0030994,  875.7737
lambda[82],-0.2665050516671,-0.2589535,-1.25783,0.618362,-1.2169115,0.6654066999999999,1.0040839,  815.7046
lambda[83],-0.5516794599480583,-0.5504405,-1.58133,0.41829,-1.5585549999999997,0.4468570249999999,1.0036464,  945.4086
lambda[84],0.47742977374025,0.47773350000000003,-0.519509,1.4794,-0.5428314249999996,1.4650957499999997,1.0032564,  932.5230
lambda[85],-0.27354854083480834,-0.270452,-1.43654,0.946145,-1.491702,0.89998865,1.0016153, 1411.5869
lambda[86],-2.3466361787416665,-2.25689,-4.59597,-0.296105,-4.77817475,-0.42813530000000016,1.0004710, 4329.0775
lambda[87],1.1571083625890666,1.077245,-1.1463,3.58797,-0.9933804999999991,3.8155587499999992,1.0004881, 6465.8667
lambda[88],-1.8765773664974166,-1.813275,-4.29317,0.457018,-4.46915925,0.3300673749999999,1.0002320, 7082.8693
lambda[89],-2.685593300015417,-2.51,-6.58755,0.997429,-7.06500525,0.6863428249999981,1.0005071,16581.6899
"U1[1,1]",-0.17023430302436668,-0.16571249999999998,-2.00496,1.5944,-1.97810475,1.6334397499999997,1.0008670,19209.4811
"U1[2,1]",-0.4221127216040833,-0.4351115,-2.14959,1.40176,-2.1831122499999998,1.3798377499999983,1.0002713,17291.9529
"U1[3,1]",-0.31701771799855,-0.3221075,-2.12072,1.55902,-2.1371072499999992,1.5454959999999984,1.0007727,18387.6304
"U1[4,1]",-0.18453522441958334,-0.1900365,-1.88946,1.69381,-1.9801967499999993,1.6171314999999997,1.0007871,18058.8080
"U1[5,1]",-0.32918519441466665,-0.3425855,-2.11429,1.47389,-2.0975479999999997,1.4994682499999996,0.9999973,17569.9869
"U1[6,1]",0.193496361473875,0.1959365,-1.55869,2.02876,-1.6213745,1.9830337499999997,1.0001060,18900.8802
"U1[7,1]",0.93660052763125,0.9534235,-0.894615,2.81103,-0.9625518749999996,2.759431999999999,1.0001439,11880.8242
"U1[8,1]",-0.022543606991916668,-0.025674500000000003,-1.82311,1.90146,-1.8909587499999998,1.8552289999999998,1.0011039,20534.0813
"U1[9,1]",-0.23632015606933332,-0.246321,-2.00778,1.65773,-2.067067749999999,1.6168974999999999,1.0007624,19078.9759
"U1[10,1]",0.11591800839265834,0.123015,-1.67053,1.98258,-1.7130742499999998,1.94889175,1.0000864,23128.5501
"U1[11,1]",0.22812762484066668,0.223402,-1.52749,2.07366,-1.5760462499999999,2.027506,1.0006011,18079.1653
"U1[12,1]",-0.10812146329246666,-0.104923,-1.8603,1.65477,-1.8730849999999997,1.6473844999999996,1.0000761,19343.6671
"U1[13,1]",0.0766088619738,0.07666295000000001,-1.69784,1.98987,-1.7796715,1.9177414999999993,1.0004104,23018.2810
"U1[14,1]",0.5730982112900833,0.5871565,-1.28885,2.3668,-1.2928432499999993,2.3624344999999995,1.0007391,13465.8711
"U1[15,1]",-0.10983530473225,-0.107658,-1.93913,1.62792,-1.8958347499999983,1.6792862499999992,1.0002284,18563.1359
"U1[16,1]",-0.3708197378780833,-0.3605245,-2.30158,1.45105,-2.2539737499999997,1.5144187499999986,1.0000551,18062.2890
"U1[17,1]",-0.5188638795739,-0.516073,-2.35408,1.18262,-2.28215825,1.2729814999999982,1.0004983,15798.9770
"U1[18,1]",0.09468884402671666,0.09095139999999999,-1.71535,1.90761,-1.7215282499999993,1.9025587499999992,1.0001509,20855.7144
"U1[19,1]",-0.5942200229336667,-0.6069910000000001,-2.44224,1.27075,-2.40174625,1.327050999999999,1.0004179,16746.3547
"U1[20,1]",-0.03091897685223,-0.0241966,-1.89022,1.80813,-1.8801704999999997,1.8187902499999995,1.0000257,20713.0974
"U1[21,1]",0.27599469889658335,0.28329550000000003,-1.63103,2.13444,-1.6220147499999995,2.14695475,1.0002766,17603.2529
"U1[22,1]",-0.23986579405966665,-0.23515550000000002,-1.96771,1.51335,-1.9811212499999997,1.5069844999999997,1.0002284,18813.3027
"U1[23,1]",0.15034464269203332,0.1587735,-1.60818,1.97039,-1.6659467499999998,1.9211329999999993,0.9998498,18658.2452
"U1[24,1]",-0.34888927858374585,-0.351658,-2.181,1.44769,-2.1690542499999994,1.4718457499999984,1.0003932,17725.1784
"U1[25,1]",0.20028191665058334,0.2039185,-1.57376,2.04212,-1.6225087499999995,2.00747175,1.0004106,21083.0888
"U1[26,1]",0.12242781019580834,0.1251515,-1.68452,1.87911,-1.67177325,1.9080112500000002,1.0004092,19476.5055
"U1[27,1]",0.122592443495275,0.117836,-1.69522,1.98618,-1.7025722499999998,1.9818967499999995,1.0004754,19439.4037
"U1[28,1]",-0.008672270237083333,-0.0108847,-1.76057,1.74258,-1.7751235,1.7287907499999997,1.0007486,18781.1280
"U1[29,1]",-0.31825716872385834,-0.31772,-2.13061,1.42435,-2.0930554999999997,1.47207375,1.0000979,19713.1354
"U1[30,1]",-0.17164533988573333,-0.1645365,-2.02779,1.56183,-1.99027175,1.6112337499999985,1.0001818,20893.3776
"U1[31,1]",-0.4037021165094167,-0.4034775,-2.209,1.36566,-2.1885042499999994,1.402784,0.9998795,17296.8679
"U1[32,1]",-0.8138062062141667,-0.8187500000000001,-2.71479,0.924409,-2.599932249999999,1.0514535,1.0004008,13001.3095
"U1[33,1]",0.5569229640570833,0.5713885000000001,-1.29865,2.36147,-1.2884202499999993,2.3780322499999995,1.0007223,16406.6289
"U1[34,1]",-0.27803764977175,-0.2854285,-2.05634,1.50999,-2.0503362500000004,1.5213875,1.0002057,19298.4548
"U1[35,1]",-0.05518239022158333,-0.0496644,-1.96476,1.74218,-1.9199825,1.800428999999998,1.0000827,20121.0498
"U1[36,1]",0.23395902588716666,0.234153,-1.55937,2.03745,-1.5581219999999998,2.037553749999999,1.0009512,19274.9249
"U1[37,1]",0.2844995297075,0.294779,-1.50952,2.02936,-1.49066675,2.0502419999999986,0.9998840,20067.5053
"U1[38,1]",0.07480899565743417,0.06950165,-1.65079,1.93128,-1.7367907499999997,1.8659814999999995,1.0006365,17728.0168
"U1[39,1]",-0.27886045343233334,-0.276955,-2.18398,1.66413,-2.2083057499999996,1.64583475,1.0015026,20480.3043
"U1[40,1]",0.024736210883458332,0.0351862,-1.76888,1.93967,-1.8321299999999994,1.8896654999999998,1.0003815,21044.8724
"U1[41,1]",0.51148470058925,0.49875749999999996,-1.33745,2.38556,-1.3296664999999999,2.4008070000000004,1.0003541,15093.4757
"U1[42,1]",-0.14277689906323332,-0.14608,-2.01245,1.73541,-2.0266864999999994,1.7275764999999996,0.9998614,19245.2828
"U1[43,1]",0.07409649758664166,0.07350735,-1.69627,1.91719,-1.75152625,1.87052175,1.0001229,19967.3084
"U1[44,1]",0.36166361039091666,0.3599,-1.57083,2.10545,-1.5177517499999997,2.176929749999999,1.0006593,18235.4520
"U1[45,1]",-0.26124319615383335,-0.262878,-2.06831,1.68698,-2.1221557499999997,1.6542474999999994,1.0002282,19190.7539
"U1[46,1]",-0.057978938509275,-0.055427699999999996,-1.86598,1.76771,-1.8785619999999987,1.76147075,1.0008982,21201.4232
"U1[47,1]",-0.2847397184540917,-0.2893715,-2.29251,1.59923,-2.2376307499999997,1.6618039999999998,0.9998712,17599.8466
"U1[48,1]",0.49423483999725,0.501026,-1.41698,2.35917,-1.415081,2.36424575,1.0001748,15331.4203
"U1[49,1]",0.29994792119918334,0.2997245,-1.64598,2.1305,-1.5884149999999995,2.1981927499999996,1.0005849,19109.6985
"U1[50,1]",-0.005925493605425,0.003484445,-1.97591,1.82587,-1.9040542499999995,1.9051542499999972,1.0001439,19517.5418
"U1[51,1]",0.1203281634275,0.1174075,-1.69502,2.03077,-1.7243852499999994,2.0048812499999995,1.0001372,17373.6395
"U1[52,1]",0.2645340507385333,0.256815,-1.62096,2.28962,-1.7059634999999997,2.2262427499999995,0.9999664,18961.8655
"U1[53,1]",-0.24635176729941666,-0.24744,-2.24732,1.53206,-2.14785475,1.6524027499999994,1.0008160,18908.2533
"U1[54,1]",-0.378040002964475,-0.3823505,-2.211,1.4632,-2.2073679999999998,1.4740932499999992,0.9999717,16856.5416
"U1[55,1]",-0.19920201538130833,-0.192851,-1.96288,1.64983,-2.00304425,1.61964125,1.0014433,20509.4848
"U1[56,1]",-0.15127971724758835,-0.159415,-2.03161,1.6082,-1.9525217499999996,1.702129,1.0005039,20636.2708
"U1[57,1]",0.486878563282,0.4881685,-1.36998,2.36518,-1.3814462499999998,2.3621255,1.0006190,18376.5977
"U1[58,1]",-0.171674660982925,-0.1670565,-2.08251,1.72523,-2.0833195,1.724924,1.0000589,20081.2663
"U1[59,1]",-0.04557668420858333,-0.04347735,-1.98685,1.85269,-1.98468375,1.8588689999999992,1.0002371,20115.6052
"U1[60,1]",0.13555197944433334,0.1311205,-1.70753,1.94785,-1.7018312500000001,1.9599422499999999,1.0001978,19369.3595
"U1[61,1]",0.02583795968775,0.013356900000000001,-1.91479,1.88881,-1.8829824999999998,1.92172325,1.0000950,20860.3849
"U1[62,1]",0.4560832096788333,0.4572705,-1.47307,2.25797,-1.4333107499999993,2.3003444999999996,1.0003413,16611.0466
"U1[63,1]",0.4921639314901667,0.498558,-1.31777,2.39573,-1.408443749999999,2.335643749999999,1.0003037,16326.6432
"U1[64,1]",0.38802255254375,0.3800115,-1.53885,2.28385,-1.5278904999999998,2.301740499999998,1.0005078,17277.7708
"U1[65,1]",0.16438320355873334,0.16847499999999999,-1.79719,2.02394,-1.7673787499999998,2.064133,1.0001420,23168.2278
"U1[66,1]",0.0778342961559,0.0801905,-1.76802,1.99481,-1.8163887499999996,1.9602255,0.9998490,20228.9099
"U1[67,1]",-0.09696742619331666,-0.1032675,-2.02885,1.83758,-2.0288819999999994,1.8367707499999997,1.0001436,19149.4783
"U1[68,1]",-0.25936857872116664,-0.263003,-2.175,1.69652,-2.1815447499999996,1.6946722499999995,1.0003473,21729.3603
"U1[69,1]",-0.008544327429416666,-0.01411585,-1.86782,1.91276,-1.8855072499999994,1.9020742499999999,1.0009867,21005.7318
"U1[70,1]",0.060821199977916664,0.0622172,-1.7342,1.94691,-1.7757944999999995,1.9083502499999996,1.0001833,19412.7378
"U1[71,1]",0.08963192276791666,0.1063355,-1.88773,1.99834,-1.8787782499999996,2.011618499999999,1.0005918,20761.1840
"U1[72,1]",-0.33987575522904667,-0.3379375,-2.26133,1.56484,-2.2392747499999994,1.605691249999999,1.0000256,18853.4887
"U1[73,1]",-0.0610877346931125,-0.059254100000000004,-2.05564,1.83603,-2.0022852499999995,1.9000344999999994,1.0003532,23693.3663
"U1[74,1]",0.4621108908254167,0.4603235,-1.50077,2.29905,-1.4589192499999992,2.351871249999999,1.0000029,16859.8499
"U1[75,1]",0.242577944966425,0.242533,-1.67034,2.0647,-1.6405844999999994,2.111533249999999,0.9999002,20122.5985
"U1[76,1]",0.31800306750318336,0.3226675,-1.68736,2.23457,-1.6617405,2.2786945,1.0003663,18329.3188
"U1[77,1]",0.052532349567,0.0511354,-1.85718,1.86256,-1.7912984999999997,1.94417675,0.9998473,20605.1461
"U1[78,1]",0.16081839791733332,0.157636,-1.72153,2.06543,-1.7471814999999997,2.0458897499999993,1.0000535,19739.3164
"U1[79,1]",-0.022231988234925,-0.01559955,-1.99752,1.84581,-1.9479132499999996,1.9037882499999998,0.9999133,20477.1987
"U1[80,1]",-0.3642039869925,-0.37667,-2.21574,1.63684,-2.2807845,1.5934,1.0002279,16164.2040
"U1[81,1]",0.060231109637416666,0.051519449999999994,-1.82608,1.94174,-1.81784475,1.96137275,1.0000992,23576.6569
"U1[82,1]",-0.6585229298955,-0.6521334999999999,-2.65704,1.28522,-2.6326159999999996,1.3166894999999996,1.0001967,14749.9118
"U1[83,1]",-0.11394448301838417,-0.119289,-2.12476,1.79888,-2.0599395,1.87815525,0.9998911,19483.4094
"U1[84,1]",0.07091399110991667,0.0770411,-1.90472,1.96591,-1.8716984999999993,2.007263,1.0001704,18209.7893
"U1[85,1]",0.11722656166704166,0.1254495,-1.79346,2.06214,-1.8368207499999998,2.0412702499999997,1.0006229,21694.5916
"U1[86,1]",-0.06288444635524167,-0.06973625,-1.95519,1.93354,-2.00986525,1.9000955,1.0001744,22251.1649
"U1[87,1]",0.015305260239816668,0.0140155,-1.90017,1.91221,-1.89886275,1.9135032499999975,1.0004189,20422.3416
"U1[88,1]",-0.028331785068508333,-0.025027849999999997,-2.0141,1.93508,-1.9999247499999995,1.9667029999999994,1.0010713,22310.2978
"U1[89,1]",-0.03213125022641667,-0.02623605,-2.01294,1.86715,-1.9811069999999993,1.91481825,1.0006792,23974.4264
"U1[1,2]",0.23395622673491667,0.2468235,-1.48264,2.10576,-1.5896882499999998,2.0146397499999997,1.0004552,19937.8537
"U1[2,2]",-0.27906887217541665,-0.2843515,-2.13136,1.51934,-2.1183745000000003,1.5507154999999997,1.0002463,21633.2704
"U1[3,2]",0.08199751381675,0.07881185,-1.76192,1.92852,-1.7619499999999997,1.9277497499999996,1.0000437,18152.7112
"U1[4,2]",0.11043023111349166,0.11612549999999999,-1.78838,2.02758,-1.7973567499999996,2.0223762499999993,1.0004713,20145.8303
"U1[5,2]",0.35750795898575,0.35172899999999996,-1.45422,2.22635,-1.5161469999999997,2.1883022499999996,0.9998651,17804.7263
"U1[6,2]",-0.11061997471266667,-0.1138085,-1.89157,1.7559,-1.9444302500000001,1.713495,1.0004264,19324.0672
"U1[7,2]",-0.5519242553517166,-0.55916,-2.32208,1.35129,-2.3889505,1.2903502499999993,1.0001955,18005.8959
"U1[8,2]",-0.20851158026039165,-0.213443,-2.16083,1.63977,-2.1327067499999997,1.6775114999999996,1.0000200,21739.5394
"U1[9,2]",0.3241596763403333,0.3242595,-1.55881,2.20872,-1.5646609999999996,2.2028579999999987,1.0004829,17633.5170
"U1[10,2]",0.263974527745,0.2650095,-1.53459,2.10096,-1.5916424999999998,2.0562015,1.0003742,18935.1541
"U1[11,2]",-0.10053564420279167,-0.101333,-1.94142,1.76256,-1.9703129999999998,1.7416054999999997,0.9999725,20137.1762
"U1[12,2]",-0.3361840714010833,-0.334862,-2.22976,1.4875,-2.201324,1.5237417499999992,1.0007633,18499.6549
"U1[13,2]",-0.0019537289410833333,-0.0025724850000000002,-1.89468,1.83019,-1.8686407499999993,1.8651982499999993,1.0003467,21913.7995
"U1[14,2]",-0.30550846925300834,-0.306586,-2.15594,1.5964,-2.1560479999999993,1.59615625,1.0001430,20701.5919
"U1[15,2]",0.26607915683091665,0.274746,-1.55094,2.00746,-1.5334654999999997,2.0362542499999994,0.9999849,17846.5196
"U1[16,2]",0.137483536596,0.1377005,-1.70815,1.98903,-1.7326845,1.9716889999999998,1.0015817,20199.4431
"U1[17,2]",0.421395291407825,0.4355025,-1.39643,2.25828,-1.4272457499999993,2.23199525,1.0001077,17926.5126
"U1[18,2]",0.08889007008222333,0.08444525,-1.72251,1.95434,-1.7571219999999994,1.9263232499999987,1.0005455,20173.5382
"U1[19,2]",0.50689397468975,0.5072125000000001,-1.435,2.35346,-1.4204597499999998,2.375642749999998,1.0002735,18247.0014
"U1[20,2]",0.1590666621324,0.154394,-1.74021,1.98751,-1.6938629999999992,2.0407604999999998,0.9999176,21533.6922
"U1[21,2]",0.077136657439,0.06763459999999999,-1.81311,2.01864,-1.8495394999999997,1.9963322499999998,1.0014266,20888.6496
"U1[22,2]",-0.045041135151355834,-0.04962895,-1.93373,1.70505,-1.8816344999999997,1.7775819999999998,1.0004637,20689.6036
"U1[23,2]",0.009236066072403333,0.012597,-1.75016,1.85496,-1.7945609999999996,1.8154879999999998,0.9999846,20331.2052
"U1[24,2]",0.5121284091250833,0.5151330000000001,-1.26772,2.29888,-1.2963532499999997,2.274123999999999,1.0000353,17535.4060
"U1[25,2]",0.05491665114575,0.04602225,-1.73867,1.90146,-1.7624552499999986,1.8853987499999996,0.9998976,22363.1299
"U1[26,2]",0.043904724203333335,0.040330950000000004,-1.78783,1.8321,-1.78726,1.8379149999999966,1.0003822,19080.9253
"U1[27,2]",-0.17660653220244166,-0.1791605,-2.02808,1.81603,-2.09980925,1.76856525,1.0003448,21512.5123
"U1[28,2]",-0.04983038202566667,-0.050589350000000005,-1.84447,1.77463,-1.8544162499999997,1.766114,1.0003452,20388.6201
"U1[29,2]",-0.211996310272,-0.2121765,-2.19978,1.54203,-2.078111499999999,1.663573999999998,1.0001056,23188.6020
"U1[30,2]",0.07203996551275833,0.07572860000000001,-1.76934,1.91633,-1.7549865,1.9352052499999992,1.0000730,20765.8994
"U1[31,2]",-0.674793771353125,-0.6922349999999999,-2.57423,1.13767,-2.4849945,1.2368619999999995,1.0002459,12487.1421
"U1[32,2]",0.6707638935481584,0.6717234999999999,-1.1697,2.55125,-1.2126387499999995,2.517700749999999,1.0013210,17834.4133
"U1[33,2]",-0.41714432481175834,-0.4185145,-2.25859,1.37247,-2.2317427499999996,1.4145094999999988,1.0010957,17766.3634
"U1[34,2]",-0.18908785345291668,-0.19660850000000002,-2.08746,1.7163,-2.08543025,1.7180282499999997,1.0002151,18191.7681
"U1[35,2]",0.037358034523808335,0.0308962,-1.87907,1.84994,-1.827813,1.9138114999999998,1.0008704,20305.8066
"U1[36,2]",-0.21444729120846667,-0.210291,-2.04551,1.66206,-2.0617782499999997,1.6500349999999997,1.0002771,20347.9163
"U1[37,2]",0.12517963179831668,0.119282,-1.74972,1.867,-1.7007344999999998,1.9290789999999989,1.0003690,20379.3399
"U1[38,2]",-0.13766856243616668,-0.1372505,-1.93858,1.70323,-1.9646344999999996,1.6856442499999993,1.0001893,21492.3852
"U1[39,2]",0.39910457601283333,0.39220350000000004,-1.50734,2.30165,-1.5077057499999995,2.3008735,0.9998622,16374.1829
