variable,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
lambda[88],0.04360997796444153,0.0034606210372577703,0.1832207068356215,-0.315093618945635,-0.07737452466047531,0.041612551878528165,0.16208192043773773,0.40628251283536704,2803.115684153916,0.9998061606162215
lambda[89],0.888222122727035,0.003938494015083772,0.16386209616018177,0.57689880823218,0.7778624118975943,0.8854961674173543,0.9930324840538727,1.2172939335581332,1730.9982650586992,1.0015182117666719
h2h_std,0.1735749275478741,0.007310727283217594,0.11294351179590068,0.007951930735388144,0.0781553996750286,0.1631419445766628,0.2545155451371356,0.4044039500625106,238.6719644591745,1.0261628779644265
"h2h_z[1,1]",-1.7295203379289623e-7,1.6055779299014735e-6,1.0133792071632574e-4,-2.006908339677939e-4,-6.845231358281373e-5,2.2383613325009153e-7,6.800004352659367e-5,2.0209425888651072e-4,3983.6502192329913,0.9996399332483729
"h2h_z[1,2]",-0.002867085849206555,0.01345178375472086,1.0100450212998189,-1.960287749207291,-0.6895921685247417,-0.002529848599435503,0.6749721139085065,1.945262785573564,5637.956363468692,0.9995766506938912
"h2h_z[1,3]",-0.014356489597350667,0.014400932328785846,0.9878631299224175,-1.9894675449206207,-0.6584872619311413,-0.008376104271833943,0.6221087318737735,1.9196303897598475,4705.571034708571,0.9998645883955538
"h2h_z[1,4]",0.14429799551642086,0.014962728189941935,1.0102204651507636,-1.782415475206552,-0.5392577185218952,0.14328915525934555,0.8377286770762079,2.115317635767383,4558.382358235543,1.0001792299682903
"h2h_z[1,5]",-0.049160055441252445,0.015455211521863244,0.9912749744188805,-1.9421162557765317,-0.725572281531603,-0.03874409183530829,0.6256633186741516,1.8519966985331,4113.754571038988,0.999859190865945
"h2h_z[1,6]",-0.0050716598771635415,0.01519025481668786,1.0208430481875443,-2.0267219635382685,-0.6900510229070791,0.009461808426522023,0.678583319507406,1.9620933333091335,4516.352517702839,1.0005742304119025
"h2h_z[1,7]",-0.004029212466225995,0.014109787469609074,1.0195094363625952,-2.030065162212715,-0.6847345850374493,-0.018855875018485818,0.6832559292285535,1.9898422315062203,5220.8540832652325,1.000681068164139
"h2h_z[1,8]",-0.014417216099562497,0.014636433033055377,1.0194917027455377,-2.0199750960174496,-0.7174252062244942,-0.02961626919832021,0.6688181395054851,2.000118573433597,4851.732980759185,0.9993769556171103
"h2h_z[1,9]",-0.0824408546960574,0.014870223364707507,0.9912604988507148,-2.0228273078545764,-0.7685425132367607,-0.09218556216418164,0.5951591212371502,1.8855364830416106,4443.657891976401,1.0001062451183185
"h2h_z[1,10]",0.008876092246693263,0.013570436383870803,1.009366691538933,-1.9861392719144428,-0.6715345791438616,-0.006063258478981171,0.685073636033761,1.9699713468676916,5532.358456184774,1.0007498493807079
"h2h_z[1,11]",-0.001852998306745219,0.015056863416392568,1.0123827770740033,-1.9598307550711198,-0.7044279705023292,-4.2476018301339236e-4,0.6935101737816962,1.945880419480082,4520.853926185711,1.0007420367789959
"h2h_z[1,12]",-0.004205427512869766,0.015402736669819703,0.9961224091414487,-1.9750805264446447,-0.6574658776176051,-0.0043373381963221925,0.6489150476170468,1.940711759099545,4182.439227734774,1.000262877602342
"h2h_z[1,13]",-1.9216613015784223e-4,0.015875080386630293,0.9943116550739907,-1.9760628526444175,-0.6836230499231857,-0.007220160993856289,0.6671303661894513,1.97882428443669,3922.95380467659,0.9994288420945616
"h2h_z[1,14]",-9.13062380716528e-4,0.014017575704434248,0.9909292463242996,-1.9206210960949535,-0.671918471680961,-0.01359642698082612,0.6830855153236124,1.9946415288728991,4997.346605512902,0.9999765790474896
"h2h_z[1,15]",0.007184156670969581,0.013160725698851078,0.9919926092333214,-1.9485975076383029,-0.6746769435069918,-0.00254209123261289,0.6786903675686498,2.0004475609583565,5681.423954109533,0.999528168327536
"h2h_z[1,16]",-0.024870435617225368,0.01479354105353841,0.9983888120088052,-2.0063865852252825,-0.6871717107949206,-0.011976461137785634,0.655032001092968,1.9475830193855501,4554.6512513309635,0.9993064123809443
"h2h_z[1,17]",-0.005791778097605429,0.015579869215540953,1.0219043400092922,-1.9590281511848828,-0.7267434340614531,-0.012538900662903892,0.7076173968788796,2.0126881459837005,4302.222545369184,1.0004309407321395
"h2h_z[1,18]",0.014288096201834848,0.015317763637437686,1.0072034138115873,-1.8938951080738944,-0.6817754919724375,0.03808597982672973,0.6942370307206506,1.9821347135369245,4323.581506903846,0.9994631922424626
"h2h_z[1,19]",0.03398465557400779,0.014321370105275379,0.985398302044648,-1.9019226584442133,-0.6438676657384271,0.040763746434558844,0.7077642123507669,1.9239243067679344,4734.285916293795,0.9997523443310581
"h2h_z[1,20]",0.08916640420178698,0.013718459109921541,0.9850995988518843,-1.8086257254671587,-0.6015920386446458,0.08440609456756289,0.76667033954970365,2.0006149648935034,5156.435838583451,0.9994659480252248
"h2h_z[1,21]",0.007960789033938504,0.014387657819186807,0.9806966383186406,-1.9517836792321213,-0.6725409242663412,0.01548335539113441,0.6866664079054446,1.8971411062598476,4646.106624257812,0.9995232100751738
"h2h_z[1,22]",0.020787479272613676,0.0134465133589621,0.9934236089558868,-1.928595558464553,-0.6444781052468298,0.02190958946454239,0.688611546064611,1.984413866637862,5458.201676191638,0.9994515492923263
"h2h_z[1,23]",-0.06206347934825179,0.013918813412068949,0.99620277688371,-1.998504927225397,-0.73859918956465,-0.04422050618808279,0.6145854277776517,1.865987776420752,5122.607370445305,0.9996154052190135
"h2h_z[1,24]",-0.18129732339183413,0.014470665399293576,0.9848738253680578,-2.1313225237478566,-0.8340270975556424,-0.17471671523844537,0.4756353585103932,1.6807391384248085,4632.166782184947,0.9997618445066655
"h2h_z[1,25]",0.023339108017793656,0.01489702418647081,1.015041172777378,-1.9840510196056595,-0.6426776843013894,0.032042769724016054,0.6907868972697125,1.9863525162210252,4642.674880477948,0.9992514734109098
"h2h_z[1,26]",-0.0014517617632782943,0.013090684303686359,1.005980137856163,-1.9696003472385257,-0.6971581070598458,0.0107567690776261,0.6953850262542774,1.9340127245951422,5905.465179775325,0.9991955615543278
"h2h_z[1,27]",-0.00320999222795348,0.014251473376036333,1.004478319364537,-1.9858511357168356,-0.7172721670239501,-0.0017171193397383904,0.6959669973342351,1.9465284561948182,4967.771403001622,0.9995252316935014
"h2h_z[1,28]",0.008731885787141678,0.014304367182511893,1.0069924186863557,-2.002927588610489,-0.6607630506272923,0.0051488311462328535,0.6861545132451607,1.946598485606611,4955.815191057059,1.0002927386585745
"h2h_z[1,29]",-0.0019760941116215964,0.015180402064615428,1.0129046576531533,-1.9758256535893461,-0.698628411870182,0.006168669311574653,0.7036452725175107,1.9216660964893026,4452.158197795216,1.0002826373940394
"h2h_z[1,30]",0.014435900397832255,0.014733910047103844,0.9944498704388423,-1.9712210662519098,-0.6492294852888898,0.012459861763232601,0.6837116016595517,1.929481293089236,4555.434041666438,0.99948714439737
"h2h_z[1,31]",-5.760257613155951e-5,0.013373859412081988,0.9965551704872689,-1.9337198042380763,-0.6687875672096046,-0.001913700180501546,0.6671597716616771,1.9421500128638178,5552.507917357797,0.9994354915872741
"h2h_z[1,32]",-0.057957828880911264,0.014570815922656365,0.9967513427881984,-2.0386158251505506,-0.7038759031089531,-0.04317760725760851,0.5895706361950785,1.9372345804277884,4679.569648389194,1.0003993061251488
"h2h_z[1,33]",-0.0059931220728222465,0.012886438967044339,1.008946111936079,-1.9619257087052804,-0.7130079622138549,-0.015657815248268366,0.6964264109909089,1.9596082101534635,6130.135860761691,1.0000897060844427
"h2h_z[1,34]",0.0010375905778094144,0.014643952377085793,0.9973817155099672,-1.9684813282073215,-0.6383986304220934,-0.0030695029707923926,0.644015994070937,1.9347963975419395,4638.805771033916,0.999561489482214
"h2h_z[1,35]",0.006762903896886948,0.014649804539174341,1.034170846185162,-2.0269682900966606,-0.6726919818575388,0.003035977780592,0.684619961109715,2.0194176494166696,4983.3446098822305,0.9994111786648469
"h2h_z[1,36]",-0.015014413191890657,0.013438785524001106,0.9774928375904437,-1.8932204818955545,-0.7036984882344346,-0.025296451244975905,0.6380359333308642,1.9280319680905127,5290.626731983933,0.9996657745778904
"h2h_z[1,37]",-0.061316318134127176,0.014914934617417277,0.9915721372492401,-1.99400908858326,-0.7445446845286707,-0.06100744025127742,0.6134322578207116,1.9018251493821317,4419.833627015892,0.9997175581911305
"h2h_z[1,38]",-0.03225824868462823,0.015599905655513644,1.0078347982974416,-1.979756158251331,-0.7191769130199733,-0.03543804379961227,0.6533719215220792,1.920120223171904,4173.829990511619,0.9999184287535233
"h2h_z[1,39]",0.06166051324440562,0.01439425066471777,1.0168115177783283,-1.8904064397888505,-0.6137837293297118,0.042338767011373374,0.7355499915001209,2.0913221881683235,4990.025802886895,0.9999120611149714
"h2h_z[1,40]",-0.006673083441047636,0.014157207417728773,0.9950853637500086,-1.954402268772929,-0.6934845247328317,0.005123914461084513,0.6810863604145868,1.9525791417388383,4940.438380698373,0.9995018491330224
"h2h_z[1,41]",0.02063587925655509,0.014518718730124893,1.0059125275140273,-1.9800739050206755,-0.6342470194965223,0.04021305657751192,0.6933897246962559,1.9701022640910901,4800.24993169498,0.9999224875129951
"h2h_z[1,42]",0.017492400205712806,0.013171691976236822,0.9884978928313954,-1.9344185165240586,-0.6498598658368319,0.025412326979561112,0.6693754875194222,1.9067124642182187,5632.07414580607,0.9992164695562342
"h2h_z[1,43]",-0.07097083968542689,0.014709227681136052,0.9722311693301435,-1.9537832737336496,-0.719384544752784,-0.0711785616077566,0.5904086518981093,1.7628555871199931,4368.771594509468,0.9995523069678754
"h2h_z[1,44]",0.005981201209163193,0.0144969141460823,1.005732148975538,-1.976463576750078,-0.6848050295502042,0.019691457358438295,0.6779756381330508,1.9623420370783198,4812.974181085261,0.9995523714441551
"h2h_z[1,45]",0.0025177332526782298,0.013964404816311478,0.9945672416151143,-1.9404253523783859,-0.6750441859484964,0.012064207671519972,0.6673684331187536,1.9237770308735864,5072.516179561398,0.9997921337855946
"h2h_z[1,46]",0.12583196234156024,0.014516486858479125,0.9623346504151056,-1.776778801179804,-0.5257319956409217,0.11529399774780333,0.7964527765786394,1.99449631547378,4394.699623808601,0.9999313821103183
"h2h_z[1,47]",2.711391625678016e-4,0.014705729005193263,1.0073669122035058,-1.9864405687486677,-0.6978300666646915,-0.0045707665660833455,0.688104923549829,1.9897396616936387,4692.478017487488,0.9992646060756946
