Parameter,Mean,Median,HPD_lower,HPD_higher,q_lower,q_higher,Rhat,n_eff
"U1[76,3]",0.23760494734233334,0.239352,-1.69635,2.14776,-1.6722312499999996,2.1748089999999998,1.0001657,21673.302
"U1[77,3]",0.2486049904515,0.242834,-1.65184,2.17112,-1.6765732499999995,2.1593985,1.0002699,20633.913
"U1[78,3]",-0.029083715844666666,-0.02869165,-1.93145,1.86097,-1.9286884999999996,1.8693994999999997,1.0002646,21328.774
"U1[79,3]",0.3558949093124167,0.3616785,-1.58598,2.15502,-1.52774675,2.2245435000000002,1.0001659,23184.761
"U1[80,3]",0.030831890975208335,0.0306851,-1.8163,1.95365,-1.8647179999999994,1.9104147499999997,1.0001117,22019.571
"U1[81,3]",-0.15099133117933072,-0.152625,-2.0982,1.73917,-2.081647,1.7667294999999994,0.9999604,21559.129
"U1[82,3]",-0.2672434305320833,-0.259677,-2.25327,1.56479,-2.1963174999999997,1.64355075,1.0005257,19885.881
"U1[83,3]",0.021250046030066666,0.02028045,-1.89167,1.8727,-1.8474304999999998,1.9292624999999999,0.9999387,23368.968
"U1[84,3]",-0.158320069897925,-0.157976,-2.04699,1.76359,-2.06085475,1.75910625,1.0003307,20530.920
"U1[85,3]",-0.009515131286333333,-0.00574754,-1.99705,1.98277,-2.0333534999999987,1.9563724999999998,1.0001293,21187.901
"U1[86,3]",-0.004827516529833332,-0.00806486,-1.85216,2.03245,-1.9531337499999988,1.9585589999999997,0.9999983,23467.401
"U1[87,3]",-0.0034343606282916665,-0.00695545,-1.91013,2.02338,-1.9570349999999999,1.9865922499999993,1.0004456,21494.004
"U1[88,3]",-0.014198341788625,-0.007423455,-1.8636,2.02233,-1.97224425,1.9306587499999996,1.0004942,23291.032
U1_std,0.3312861295833333,0.3294555,0.222627,0.45,0.220790525,0.44899622499999997,1.0006074, 3485.792
