Player,Ability,SE
Joss Espasandin,-19.566068503364747,18626.496817283343
Valentino Pest,-19.566068503410047,18626.49681742331
Patrick Eichenberger,-19.56606850339782,18626.496817387
Alexander Rumyantsev,19.47966485057022,6694.038835044049
Valery Rudnev,0.8617195802042146,1.8222605304749295
Alexander Sadecky,-17.885308196455256,5008.264637243811
Thierry Roggi,-36.90442231591166,8898.106327497857
Alexander Sarkissian,3.571059815391469,1.5305611664085257
Sekou Bangoura,2.844072371192585,1.5719162171466614
Facundo Arguello,3.2831654063275635,1.444501170653914
Alexander Slabinsky,-13.913643575588157,2703.94348993773
Denis Matsukevitch,-30.718576258680578,3823.9368417872065
Alexander Vasilenko,24.884940272935225,5860.895495910432
Pavel Krainik,-14.542486614275903,5860.89546472295
Andreas Vinciguerra,-17.208185950581264,6174.340031057721
Alexander Zverev,4.42876614029534,1.3620474759717514
Marcelo Demoliner,2.0083815675235455,1.7981846255490261
Aljaz Bedene,2.7441426507069577,1.3658372824316196
David Goffin,3.5292560027457047,1.3599423482785307
Evgeny Donskoy,2.448918049319217,1.3732549852899838
Maxime Teixeira,3.3831214491477652,1.5085078698618986
James Duckworth,2.516071143658337,1.3983085780591904
Marsel Ilhan,2.662187860783083,1.3966750186412222
Facundo Bagnis,2.8838616993561716,1.3991618799799652
Federico Delbonis,2.8974759533550474,1.3654596577613285
Bastian Trinker,1.9175692148894214,1.6239779929384177
Ryan Harrison,2.8912891074997678,1.3655313103287492
Filip Krajinovic,3.628390165338375,1.3837155472210374
Pablo Carreno-Busta,3.2071731790379268,1.3612817260725092
Nikoloz Basilashvili,3.405133060923902,1.3700621702376283
Yannick Hanfmann,4.322878630799415,1.4429230611226178
Yasutaka Uchiyama,3.2604640798178113,1.4631154046204122
Diego Sebastian Schwartzman,3.9767465082616673,1.3676394463745236
Mate Pavic,3.8096286522121283,1.4980800651776547
Dominic Thiem,4.251856498042629,1.3602527904938215
Tristan Lamasine,4.29222950567394,1.5714916810908344
Juan Ignacio Londero,4.294150671469612,1.429496250652603
Kyle Edmund,3.865557248135105,1.3702554613039217
Nick Kyrgios,4.342565416665755,1.368253035317245
Daniil Medvedev,4.530297532968732,1.3692419917599863
Novak Djokovic,5.210074104372502,1.3619717408995196
Julian Reister,1.6887812008298915,1.4480981539151447
Thomaz Bellucci,2.2732585385850976,1.3660906087820028
Thiemo de Bakker,2.4378654136334332,1.4040112155791844
Tomas Berdych,3.364426594924989,1.3595627032807633
Peter Torebko,-15.870805943608705,4299.164221614481
Nils Langer,0.7054738755422484,1.6968110025859302
Samuel Groth,2.110446558422235,1.398239063119632
Peter Gojowczyk,3.1068767340063417,1.3704534530562267
Miloslav Mecir,2.3662695309555035,1.6657463288977692
Juan Carlos Ferrero,-16.906946181225443,2110.594811805417
Greg Jones,0.2796964251972406,1.4647161700124844
Andreas Haider-Maurer,1.3225415054591814,1.3980116209664393
Robin Soderling,2.457077796488156,1.528333600396096
Rafael Nadal,4.580745326659253,1.3613320265474531
Tim Smyczek,1.8897675111969112,1.370806828844229
Paul Capdeville,-1.6866803722441417,1.5220465036266397
Alexandre Massa,22.942097919951465,10754.01307500871
Alexandre Muller,7.30308223830409,2.139930241197124
Alexandre Penaud,-16.511025075896423,12330.858991481855
Alexandre Sidorenko,2.066069508613053e-4,1.5474184354877671
Kresimir Ritz,-19.565861913504875,10754.013093373002
Boris Pashanski,-1.4698317330272161,1.9475677641852103
Michael Ryderstedt,-0.7229528126275278,1.614181605982624
Santiago Gonzalez,-3.7585363943664225,1.9404575955315668
Alexandre Tsuchiya,5.782070458640187,12823.932247979528
Enrico Becuzzi,-13.78399805246057,6986.01776155592
Jozef Kovalik,3.356270512764121,1.4040359296380085
Maverick Banes,1.5733728411850014,2.249531955436699
Mats Moraing,3.353521283670961,1.6214997265882223
Thiago Moura Monteiro,3.5471328601712577,1.3974474882308434
Federico Coria,4.71937554849277,1.8304646955171533
Oscar Otte,4.6761730540381965,1.5110892281131043
Xin Gao,-11.141551980045612,10754.01310974273
Soon-Woo Kwon,7.396401960280351,1.7960439119863287
Jaume Antoni Munar Clar,6.562611070758488,1.5302036396694372
Yosuke Watanuki,7.94717777579647,2.0626873863072763
James Ward,2.280873395579958,1.3977610576051118
Matthew Ebden,1.9657953645212058,1.3698400172026743
Alexey Vatutin,4.1914992592128,1.4747648558042166
Steven Diez,2.8672425742479173,1.4497015322871376
Enrique Lopez-Perez,2.631364480694422,1.4877337614319242
Filip Horansky,2.893809372928908,1.6535852434164728
Tihomir Grozdanov,-14.38556510101931,5701.764237716563
Roman Jebavy,-16.009829043380293,7449.80038246024
Jason Jung,1.62121110399178,1.4341271936896105
Alexios Halebian,20.65132533921829,10754.013139439738
Wil Spencer,1.0852568280959647,2.1129988420209833
Tomislav Brkic,-0.7818098044150704,2.060932234525255
Kristijan Mesaros,-0.2881895045546308,2.297477480755857
Michael Linzer,2.129696937589153,1.542555243646055
Tsung-Hua Yang,2.320639934048406,1.4961936144878463
Wayne Odesnik,0.03702489269829544,1.4841664932187744
Goran Tosic,-16.95657467372326,6165.675544308519
Ivan Bjelica,-16.821925862129188,10754.013027707872
Martin Alund,0.8189338181614231,1.5016016376256727
Grega Zemlja,1.4051238281258487,1.4009954488942467
Jeevan Nedunchezhiyan,-17.440953274247622,4160.802395322419
Marc Gicquel,-3.7250708189890016,1.8875433961538943
Inigo Cervantes,1.51789370535545,1.3947261444258405
Christoph Lessiak,-15.243249179368306,4213.60605397501
Sasa Stojisavljevic,-16.82192586220245,10754.013028326895
Martin Klizan,2.599460531110322,1.3658392198088847
Altug Celikbilek,21.928849233302532,10754.013065095594
Amer Delic,-1.669316421343367,2.3654518309772414
Kevin Kim,-19.31167951223172,3606.0795326341777
Julio Silva,-45.54657055020372,3950.246278071738
Amine Ahouda,21.51249016076265,10754.013020759436
Amir Weintraub,1.6435225773068765,1.4518401600660005
Daniel Garza,-17.80321658118968,4596.2328239132075
Ti Chen,-30.000807092640137,2597.5341649643215
Nicholas Monroe,-0.027242770014400487,1.7385781168422272
Murad Inoyatov,-30.886965493305212,7557.562526868487
Andre Begemann,-3.1069059058099655,2.0001215827438372
Andre Gaspar Murta,21.833895913297976,5469.466774266202
Juan-Pablo Brzezicki,-1.1593145794537294,1.8067639608595196
Andrea Collarini,1.372503457579334,1.6339888777270586
Eric Prodon,-17.64386682060713,2827.739471096064
Olivier Rochus,-2.2721236731948595,1.7556255379526127
Andrei Ciumac,19.566068511068327,10754.012931563966
Victor Ionita,NA,NA
Andrei Mlendea,-15.870805945530034,15804.442460597016
Teodor-Dacian Craciun,-35.43687445661461,11581.520079687376
Andrei Vasilevski,4.1148675617209065,11162.607660289503
James Lemke,-17.750485289879958,5980.424474822486
Andres Artunedo Martinavarr,38.58902725331277,6472.330240323043
Niels Desein,0.5738003851698497,1.5871165200096864
Andrew Carter,-12.429978154955394,10754.013069878474
Justin S. Shane,-31.996046666202492,15208.471036220579
Andrew Harris,4.268102492700938,2.0491891483319367
Jesse Huta Galung,0.9780578332594685,1.441545003350037
Andrew Whittington,3.769803867185225,1.621631012804813
Andrey Golubev,0.6181226167213574,1.394952113710515
Mohammad Ghareeb,-18.386617291783804,6050.8722449577945
Matwe Middelkoop,-1.0829756036655391,1.665014944808879
Philipp Petzschner,0.5687220430849768,1.4078483383636597
Andrey Kumantsov,0.5048628369536107,2.346432637618629
Jonathan Hilaire,-18.17055406815189,6781.31292783283
Morgan Phillips,-19.061205681763315,10754.013228750342
Antonio Sancic,-18.38080698805727,7218.3962904472255
Dieter Kindlmann,-18.52363000402819,6576.551000434926
Axel Michon,1.7612975509061441,1.5773400367737649
Stephane Bohli,-2.3988424304192106,2.1263748636112485
Takanyi Garanganga,1.5387186786783245,1.5957660441433237
Kevin Krawietz,1.5916282852235286,1.6466300087484365
David Souto,-16.26551024742362,7425.405950221388
Ze Zhang,2.9450945454761883,1.4347506714865106
Marco Trungelliti,3.11637964202474,1.407880709245017
George Morgan,-12.60009530902965,2259.9743843461806
Tobias Simon,1.311235620852636,3.4466605595196085
Cedrik-Marcel Stebe,4.473185198729031,1.4319213521709053
Kamil Capkovic,-16.897275693743676,3310.2912777385422
Igor Sijsling,1.5426025099572684,1.3788682795764953
Omar Alawadhi,-18.819960207481003,3351.488551220419
Louk Sorensen,0.7835138817475608,1.5949667072206428
Martin Fischer,1.5293969176647388,1.4343490941612171
Yassine Idmbarek,-17.80778961890953,5302.553974198466
Philipp Oswald,0.48270995302798003,1.5854248100201085
Michael Lammer,-0.03516386768019237,1.6320952628761607
Yannick Mertens,0.8522178057006083,1.4900053802208053
Jordi Samper-Montana,1.8599703380382107,1.54831678297124
Stefano Travaglia,3.088204794910262,1.4302498377311352
Guido Andreozzi,2.7855030207412605,1.408812290564696
Jan Satral,3.166741562368147,1.588950714360074
Nikola Milojevic,4.517929982387674,1.580850276598286
Taha Tifnouti,-15.050954189865722,10754.01306792266
Christopher O'Connell,3.316089958371936,1.863487739077499
Noah Rubin,5.596259128029482,1.5284454423624616
Lucas Miedler,4.809165209587876,1.695514013026453
Jared Donaldson,4.262021757367785,1.3907469686904643
Sarp Agabigun,-15.05095418089373,10754.013019776115
Max Purcell,4.49893724345883,1.614643815160711
Ilya Ivashka,6.814182179674096,1.5606386121309068
Kamil Majchrzak,7.6206914545446205,1.8516059052273188
Michael Llodra,-0.04614875146998117,1.4456673827643804
Ivan Ljubicic,-1.4845063307479567,1.723730343509087
Andy Roddick,1.5069029295366838,1.47647371816394
Ante Pavic,2.9034015562413082,1.4466112246115725
N.Sriram Balaji,0.6911259069984073,2.162020503838617
Vishnu Vardhan,-0.8198991555535925,2.2997957328437533
Eric Butorac,-16.662666958083534,10754.013040133192
Aisam Qureshi,-17.384546690694524,5368.475370361385
John-Patrick Smith,2.123116591294408,1.4081044778915865
Marcin Gawron,-13.928813529843643,1818.2016388552956
Antoine Cornut-Chauvinc,27.67856545084909,6166.336107542645
Zdenek Kolar,9.22311048074723,3.1405953550913703
Antoine Hoang,6.168388166341905,1.8873907550497193
Sergio Gutierrez-Ferrol,1.9974917346142713,1.55207392943199
Kaichi Uchida,4.367727766126117,2.5265055144751467
Anton Bettink,40.90076483132345,12823.93221480037
